Position Y,Position X,Position Z
105588.04,386221.16,10.18
105616.85,386221.23,10.1
105582.33,386211.08,10.03
105600.13,386206.94,10.2
105600.04,386217.22,10.32
106154.46,386210,10.3
106165,386220,10.28
105520,386225,9.23
106350.05,386209.69,8.65
106255.5,386221.62,8.64
106383.15,386215.63,8.64
106287.83,386206.78,8.66
106356.68,386217.76,8.69
106422.97,386215.01,8.69
106270.26,386205.41,8.66
106289.9,386222.94,8.53
106204.73,386208.24,8.47
106440.21,386208.01,8.46
106239.67,386218.86,8.42
106180.59,386204.04,8.47
106258.71,386204.29,8.53
106417.25,386204.81,8.49
106296.99,386215.45,8.47
106371.66,386216.34,8.72
106272.97,386216.37,8.95
105505,386205,8.88
106251.77,386212.09,8.87
106165,386210,8.96
106306.37,386222.42,9.21
105533.11,386201.64,9.17
105557.99,386205.57,9.08
105505,386215,8.84
106324.71,386208.36,8.81
106494.18,386214.08,8.79
106362.29,386209.37,8.76
106316.39,386216.35,8.82
105510,386225,8.84
106242.64,386207.68,8.83
106480.93,386219.88,8.83
105726.51,386207.63,11.65
105810.7,386220.8,11.62
105881.36,386215.36,11.56
105803.76,386210.1,11.66
105760,386225,11.72
105755,386205,11.72
105760,386215,11.68
105655,386205,11.55
106125.01,386215,11.43
105645,386205,11.42
105655,386215,11.41
105848.43,386220.61,11.5
105836.86,386208.42,11.55
106105,386210,11.53
106110.01,386220,11.51
105825,386205,11.73
105738.21,386223.82,11.82
105750,386215,11.8
105795,386215,11.78
105785,386210,11.84
105686.28,386203.55,11.87
105765,386205,11.86
105710,386220,11.86
105665,386220,11.78
106095,386220,11.75
105673.12,386200.42,11.74
105775,386210,11.73
105770,386220,11.75
105665,386210,11.78
105685.1,386215.13,11.77
105780,386220,11.75
106140,386224.99,11.37
106015.01,386224.99,10.93
105950.01,386224.99,10.91
106005,386214.99,10.88
105965,386210,10.94
105985,386224.99,10.97
106005,386204.99,10.97
105635,386225,10.96
105960,386219.99,10.87
106040,386220,10.81
106145.01,386214.99,10.79
105975,386205,10.79
105975,386225,10.81
106060,386210,10.86
106140,386205,10.83
106040,386210,10.83
105629.11,386213.79,11.02
105635,386205,11.26
105645,386215,11.23
106075,386220,11.19
106135.01,386215,11.26
105867.63,386219.19,11.36
106085,386220,11.33
106080.01,386205,11.32
105620.86,386206.94,11.17
105857.88,386216,11.12
106005,386225,11.09
105850.22,386209.22,11.07
105645,386225,11.12
106115,386209.99,11.16
106130,386204.99,11.15
106070,386210,11.13
106339.47,386221.95,8.39
106105,386189.99,11
106125.01,386180,10.93
105571.48,386183.18,10.9
105616.85,386196.32,11.01
106115,386184.99,11.16
105840.36,386185.89,11.07
105842.6,386198.4,11.04
106135,386189.99,10.86
105980,386194.99,10.68
106040,386180,10.67
106020.01,386180,10.67
106050,386189.99,10.69
106060.01,386194.99,10.86
106055,386180,10.84
106030,386185,10.7
106100,386180,11.16
106120,386199.99,11.46
105620,386185,11.46
106080.01,386185,11.43
105798.39,386179.23,11.47
105631.78,386182.57,11.5
105825.54,386185.98,11.5
105798.3,386198.41,11.49
105833.11,386193.36,11.39
105609.06,386186.49,11.2
106070.01,386185,11.19
106125,386190,11.17
106103.12,386200.13,11.23
105855,386190,11.39
105640,386195,11.32
106090.01,386185,11.31
105995.01,386199.99,10.66
105544.14,386195.25,9.75
105525,386195,9.7
105520,386185,9.6
106142.46,386178.67,9.76
105598.18,386196.86,10.05
105572.11,386196.38,10.01
105530.83,386179.61,9.81
106273.58,386188.1,9.53
105554.51,386193.7,9.28
105515,386195,9.23
106203.77,386183.56,9.14
106291.94,386195.6,9.28
106145,386194.99,9.51
106471.33,386195.8,9.44
106216.04,386199.6,9.29
105560.05,386179.41,10.11
105588.14,386195.86,10.55
105990,386180,10.53
106025,386200,10.5
105583.01,386185.78,10.56
106050,386199.99,10.61
105990,386190,10.6
106010.01,386195,10.57
106020,386190,10.47
106000,386179.99,10.21
105593.17,386186.44,10.2
105970,386194.99,10.17
106038.23,386194.13,10.3
105980,386184.99,10.46
106010,386185,10.42
106000,386190,10.35
106512.43,386221.02,7.93
105490,386225,7.21
105485,386205,7.06
106298.57,386205.49,7.97
106504.3,386214.6,8.01
106490.37,386204,7.99
106389.28,386205.32,7.99
105485,386215,6.81
105470,386225,3.4
105465,386215,2.98
105695.15,386194.79,12.27
105465,386205,3.89
105475,386205,5.67
105480,386225,5.61
105475,386215,5.11
106228.1,386203.05,8.14
106403.71,386214.68,8.3
106329.08,386221.6,8.27
106225.16,386215.98,8.27
106457.36,386217.47,8.33
106339.47,386207.25,8.37
106452.73,386201.92,8.35
106428.55,386200.67,8.34
106464.14,386209.48,8.26
106394.01,386218.97,8.15
105500,386225,8.14
105495,386215,8.14
106442.18,386218.17,8.16
106411.04,386223.39,8.2
106407.42,386201.31,8.2
106191.1,386216.85,8.17
105851.93,386178.62,12.19
105697.05,386184.93,11.69
105815,386195,11.69
105663.5,386182.71,11.67
105785,386180,11.75
105780,386200,11.82
105745,386200,11.81
105735.85,386182.03,11.8
105793.67,386189.13,11.66
105645,386185,11.61
105748.8,386179.36,11.56
105860,386200,11.53
105650,386195,11.63
105744.08,386188.47,11.64
105810,386185,11.64
106085,386194.99,11.63
105660,386195,11.82
105713.83,386177.98,12.03
105720.92,386195.83,12.01
105760,386195,12
105682.54,386193.76,12.05
105725.56,386186.17,12.18
105865.03,386188.96,12.07
105688.13,386179.63,12.06
105770.02,386178.72,11.95
105705.43,386193.38,11.89
105780,386190,11.88
105760.09,386177.43,11.84
105677.1,386176.31,11.9
105671.47,386189.47,11.94
105770,386195,11.93
105735,386200,11.91
105848.41,386233.59,11.76
105883.8,386248.97,11.74
106132.17,386237.48,11.74
105775,386240,11.77
105696.33,386230.49,11.8
105900,386245,11.79
105780,386230,11.79
105777.59,386250.07,11.72
106110,386230,11.71
105770,386230,11.68
105765,386245,11.68
105671.76,386231.03,11.71
105645.47,386245.98,11.72
106100,386229.99,11.72
105803.71,386228.48,11.71
105790,386235,11.82
105742.45,386249.46,12.01
105712.94,386245.12,12.01
105745,386235,11.96
105725,386240,12.02
105687.09,386235.79,12.14
105820,386230,12.1
105695,386245,12.07
105715,386230,11.96
105725,386230,11.88
105800,386250,11.86
106145.01,386249.99,11.83
105823.2,386239.73,11.9
105730,386250,11.93
105735,386235,11.93
105755,386245,11.93
106095.79,386245.32,11.64
105645,386235,11.19
105865.52,386236.44,11.16
105669.95,386241.01,11.16
105857.88,386228.23,11.2
105655.44,386249.78,11.29
105873.24,386244.72,11.27
105660.46,386230.64,11.22
106005.01,386235,11.15
105890,386240,11.08
105985,386249.99,11.05
106155.01,386240,11.02
106150,386229.99,11.1
106015,386244.99,11.15
106065,386240,11.14
106165.01,386250,11.11
105995,386245,11.29
105760,386235,11.54
106120,386234.99,11.53
105817.82,386248.86,11.53
105854.09,386249.42,11.58
106110.01,386245,11.63
105875.27,386227.98,11.63
105812.02,386236.62,11.61
106155.01,386250,11.52
106065,386250,11.41
106075,386235,11.35
106005,386245,11.32
106145.01,386239.99,11.47
105913.45,386250.17,11.51
106085,386230,11.51
105679.92,386246.8,11.48
106452.52,386256.22,8.44
106516.75,386260.94,8.44
106306.44,386261.75,8.43
106473.75,386275.28,8.49
106327.84,386263.9,8.57
106230.49,386266.14,8.55
106266.97,386260.83,8.52
106403.33,386254.53,8.43
106548.1,386263.77,8.35
106524.52,386272.52,8.3
106307.48,386251.13,8.26
106478.6,386259.26,8.39
106439.75,386253.96,8.42
106337.85,386274.52,8.41
106535.01,386273.72,8.4
106334.58,386253.26,8.59
105525,386255,8.84
106318.48,386256.25,8.83
106428.87,386273.35,8.82
106511.83,386251.63,8.84
106290.86,386251.4,8.9
106244.67,386257.47,8.9
106394.73,386261.49,8.88
106397.46,386274.62,8.77
106279.66,386254.25,8.64
106536.37,386261.56,8.63
106462.84,386272.55,8.59
106413.3,386261.62,8.66
105535,386265,8.75
106298.81,386270.34,8.74
106259.35,386268.63,8.7
106462.62,386260.39,8.23
105510,386275,5.64
105495,386255,5.17
105500,386270,4.5
105505,386260,5.98
106574.9,386269.39,7.61
105530,386275,7.36
105515,386265,6.96
105485,386255,3.76
105839.01,386249.25,12.23
105705.99,386234.71,12.2
105885.18,386226.47,12.19
105800.45,386239.75,12.24
105490,386265,3.54
105830.03,386229.13,12.28
105833.58,386238.95,12.25
105540,386275,7.74
106382.82,386265.12,8.11
106370.96,386263.14,8.11
106452.99,386270.21,8.09
106291.78,386262.21,8.15
106497.87,386256.8,8.23
106543.29,386254.26,8.22
106280.72,386269.47,8.15
106356.71,386252.03,8.06
106554.23,386252.63,7.92
105515,386255,7.79
106564.81,386260.97,7.76
106223.02,386258.3,7.95
106355.24,386266.48,8.01
106317.42,386272.98,8
105525,386265,8
106050,386240,11
106520.44,386242.79,8.37
106469.27,386228.88,8.36
106529.93,386247.73,8.35
106372.36,386248.06,8.37
106358,386239.18,8.45
106500.85,386243.22,8.43
106398.29,386228.44,8.4
106274.35,386232.52,8.34
106408.49,386241.2,8.27
106478.46,386245.28,8.25
106430.48,386245.89,8.23
106373.08,386227,8.28
106396.41,386246.58,8.33
106421.61,386241.19,8.32
106490.9,386241.46,8.3
106467.64,386246.8,8.46
106258.66,386232.65,8.71
106504.32,386227.17,8.67
106457.29,386233.37,8.66
106247.05,386241.56,8.77
105515,386235,8.78
106348.11,386244.87,8.78
106436.42,386235.07,8.78
106382.76,386247.86,8.62
106447.2,386229.84,8.52
106296.14,386234.13,8.49
106421.4,386225.91,8.46
106513.64,386233.68,8.52
106264.51,386248.64,8.62
106201.73,386233.17,8.61
106233.35,386242.56,8.61
106281.53,386242.87,8.16
105698.71,386204.62,12.07
105700.57,386216.29,12.07
105720,386220,12.07
105739.89,386209.72,12.21
105475,386235,3.83
105730.26,386216.91,12.26
105675.22,386218.27,12.22
105869.85,386202.54,12.01
105815,386205,11.92
105710,386210,11.89
105838.74,386223.81,11.88
105825,386215,11.94
105687.6,386225.1,11.98
105790,386225,11.95
105750,386225,11.95
105480,386245,4.02
105505,386235,8.03
106297.74,386244.13,8.02
106479.24,386230.54,8.01
105510,386245,8.05
106387.26,386238.42,8.14
106360.84,386227.54,8.11
106344.04,386233.45,8.09
106237.46,386232.47,7.97
105500,386245,6.88
105485,386235,5.89
105490,386245,5.64
105495,386235,7.17
106540.63,386244.59,7.93
106523.44,386231.42,7.91
106532.3,386236.88,7.81
105935,386249.99,10.66
105970,386235,10.65
106187.7,386236.32,10.5
105960,386235,10.67
105598.22,386228.34,10.76
105924.99,386250,10.69
106175,386244.99,10.68
106179.27,386227.99,10.5
105619.08,386233.75,10.2
106185,386249.99,10.06
105592.03,386238.65,10.05
105608.26,386226.64,10.31
106160,386229.99,10.44
105940.01,386239.99,10.43
105621.1,386244.99,10.4
106025,386230,10.76
106040,386239.99,10.92
106025,386240,10.91
106045,386229.99,10.9
106015.01,386234.99,10.97
106056.27,386229.21,11
106127.42,386227.43,11
106055,386249.99,11
105960,386245,10.89
106165.01,386240,10.78
105945,386250,10.78
105950,386234.99,10.76
105980,386234.99,10.79
105995.01,386235,10.87
105975,386245,10.85
106035,386230,10.84
105940,386229.99,10.01
106385.93,386226.43,9
106330.48,386241.08,8.98
106216.99,386237.33,8.98
106316.44,386227.38,9.03
106195.01,386244.99,9.26
106248.73,386230.83,9.25
106320,386240.26,9.21
105520,386245,8.95
106306.21,386235.16,8.81
106209.57,386226.33,8.81
106370.12,386237.43,8.81
106224.99,386228.36,8.82
106494.25,386226.52,8.94
106432.82,386225.7,8.93
106444.64,386244.05,8.85
105525,386235,9.32
105575.96,386250.02,9.9
105582.3,386230.53,9.88
105629.16,386236.44,9.86
105608.27,386249.66,9.97
105634.67,386248.99,10
105597.51,386249.02,9.99
105930.01,386240,9.98
105540,386245,9.68
105530,386245,9.54
105559.04,386241.69,9.49
105570.16,386229.43,9.44
105579.88,386240.69,9.57
105535,386235,9.63
105587.45,386247.71,9.61
105552.67,386231.66,9.59
105605,386120,11.81
105585,386120,11.81
105726.68,386119.03,11.8
105669.57,386124.58,11.81
105595,386110,11.83
105652.69,386115.28,11.83
105709.57,386113.27,11.82
105607.8,386100.95,11.78
105716.4,386122.13,11.67
105753.69,386122.74,11.64
105616.1,386106.6,11.63
105629.16,386108.32,11.69
105622.06,386118.2,11.77
105595,386120,11.74
105755.29,386109.13,11.74
105636.31,386116.09,11.89
105687.66,386109.02,12.38
105737.35,386122.37,12.19
105675,386110,12.17
105455,386145,2.55
105470,386140,5.65
105465,386150,4.62
105460,386135,4.14
105643.79,386109.39,12.1
105663.83,386111.21,11.98
105735,386110,11.96
105720,386110,11.91
105685,386120,12.03
105698,386108.41,12.1
105700.17,386118.74,12.04
105643.75,386123.4,12.04
105585,386110,11.61
106090,386125,10.42
105524.38,386103.37,10.42
106047.02,386107.98,10.4
105530,386125,10.51
105550,386105,10.99
105531.26,386113.2,10.56
105520,386125,10.55
106080,386120,10.36
106050.01,386124.99,10.24
106060.01,386125,10.23
106065,386114.99,10.21
106015,386105,10.32
106005,386104.99,10.35
106015,386124.99,10.34
106065,386104.99,10.34
105560,386115,11
105570,386115,11.45
105774.64,386112.23,11.38
105765.57,386103.52,11.31
105746.52,386115.09,11.58
105744.17,386101.99,11.61
105707.26,386103.27,11.6
105764.04,386123.48,11.58
105786.68,386114.12,11.27
105791.6,386105.14,11.09
105796.71,386114.68,11.08
105520.87,386113.82,11.07
105803.11,386123.6,11.1
105570,386125,11.22
105560,386105,11.22
105807.72,386113.04,11.19
106158.61,386141.93,8.93
106313.84,386148.15,8.91
106194.91,386140.35,8.91
105500,386130,8.95
106152.01,386132.16,8.98
106358.87,386134.05,8.98
105500,386140,8.96
106124.42,386143.5,8.89
106119.69,386132.81,8.8
106168.63,386141.73,8.73
106245.91,386135.03,8.71
106254.94,386141.12,8.8
106220.65,386144.76,8.85
105500,386150,8.84
106317.09,386137.85,8.83
106245.61,386145.87,8.99
105510,386130,9.91
105510,386140,9.88
105563.07,386140.72,9.87
105552.25,386128.57,9.92
106040,386129.99,10.33
106025,386150,10.12
106015,386140,10
106137.62,386145.85,9.71
106141.74,386130.91,9.22
106196.27,386130.06,9.08
106276.87,386144.2,9.03
106268.03,386129.83,9.26
106114.35,386142.55,9.5
106108.29,386126.65,9.44
106104.24,386145.9,9.4
106217.78,386129.56,8.71
106305.97,386128.5,8.1
106320.23,386126.34,8.08
106131.02,386129.87,8.07
105490,386140,8.13
105490,386130,8.22
106289.27,386142.22,8.17
106148.28,386144.53,8.16
106206.43,386133.4,8.06
105480,386135,7.2
105480,386145,7.09
105470,386130,6.12
106372.97,386138.44,8.02
106337.12,386140.36,8.04
105490,386150,8.02
106344.96,386146.87,8.02
106383.12,386146.65,8.23
106302.3,386143.91,8.39
106401.37,386138.81,8.38
106207.4,386145.45,8.38
106162.42,386128.85,8.47
106408.71,386146.21,8.64
106283.73,386128.53,8.59
106233.09,386138.93,8.59
106326.88,386147.4,8.37
106391.89,386131.64,8.3
106355.08,386143.6,8.29
106328.97,386133.83,8.28
106295.36,386128.2,8.31
106183.15,386133.8,8.37
106346,386135.19,8.34
106174.92,386149.58,8.33
106070.01,386125,10.2
105630,386090,11.84
105768.26,386083.16,11.84
105720,386085,11.83
105691.62,386084.78,11.85
105666.47,386099.71,11.89
105755.47,386096.79,11.89
105725,386100,11.86
105730,386090,11.78
105740,386090,11.58
105570,386090,11.58
105756.69,386083.24,11.57
105596.8,386080.54,11.66
105715,386095,11.76
105570,386080,11.75
105596.85,386092.16,11.68
105590,386100,11.9
105657.5,386083.46,11.97
105680.06,386086.52,11.96
105697.93,386095.19,11.96
105647.64,386088.06,12
105605.79,386086.98,12.12
105746.54,386082.1,12.08
105640,386095,12.02
105709.94,386081.74,11.95
105620.08,386085.42,11.92
105623.66,386097.85,11.92
105652.78,386099.79,11.91
105788.5,386083.03,11.92
105583.55,386082.11,11.94
105630,386080,11.92
105687.56,386098.23,11.92
105735,386080,11.55
105985.01,386080,10.28
106040,386084.99,10.27
106020,386084.99,10.24
106050,386085,10.29
106050,386095,10.35
105990.01,386089.99,10.31
106010,386085,10.3
106035,386099.99,10.23
105522.69,386083.16,9.93
106110.94,386099.4,9.74
106098.2,386097.71,9.67
106066.66,386084.45,10.1
106065,386094.99,10.22
106000,386084.99,10.16
105527.83,386092.33,10.11
106030.01,386090,10.36
105795.11,386095.71,11.23
105765.61,386092.98,11.16
105550,386085,11.15
105560,386095,11.32
105570,386100,11.49
105582.47,386092.74,11.44
105560,386085,11.4
105783.85,386095.92,11.11
106005.01,386094.99,10.4
106015.01,386095,10.38
106030,386079.99,10.37
105994.99,386100,10.44
105550,386095,11.1
105777.95,386085.7,11.06
105540,386085,10.93
106258.27,386125.07,8.81
106349.94,386107.15,8.76
106314.83,386106.11,8.76
106137.6,386121.33,8.85
106233.7,386117.16,8.88
106294.83,386117.4,8.88
106133.48,386111.56,8.86
106352.54,386121.98,8.75
106154.77,386110.37,8.57
106248.58,386112.86,8.57
106362.01,386108.99,8.54
106203.46,386121.92,8.58
106127.05,386120.17,8.69
106174.36,386124.51,8.63
106321.08,386115.77,8.59
105500,386110,8.9
106019.62,386115.95,10.1
106000,386115,10.02
106100.01,386120,9.95
106031.27,386112.3,10.1
106078.58,386109.43,10.2
105534.4,386103.09,10.18
105541.7,386115.73,10.16
105510,386110,9.73
106089.69,386107.12,9.1
106104.77,386109.16,8.96
105500,386120,8.9
106145.69,386104.37,9.28
105510,386120,9.6
106114.6,386111,9.6
106284.55,386110.59,9.41
106148.46,386118.83,8.53
106165.47,386118.53,8.04
105480,386115,7.81
105480,386125,7.33
106260.36,386113.22,8.09
106325.71,386105.86,8.18
106334.49,386113.55,8.11
105480,386105,8.09
105470,386110,6.87
105648.52,386076.63,12.23
105666.44,386088.63,12.22
105613.05,386077.74,12.13
105676.91,386098.97,12.46
105470,386120,6.47
105460,386110,5.7
105460,386125,4.76
106247.45,386124.7,8.18
106340.37,386122.2,8.4
106293.34,386105.28,8.4
105490,386120,8.38
106379.26,386123.68,8.42
106371.64,386116.58,8.5
105490,386110,8.48
106275.59,386118.2,8.48
106176.28,386103.68,8.37
106226.04,386106.81,8.22
106274.04,386101.76,8.2
106210.62,386108.16,8.19
106223.88,386120.87,8.25
106195.17,386107.14,8.34
106184.69,386116.92,8.32
106303.82,386112.64,8.3
106090,386175,11.4
105619.25,386162.56,11.39
105789.35,386170.38,11.36
105845.25,386167.97,11.41
105785.59,386157.08,11.49
105837.81,386155.95,11.45
105655.94,386171.39,11.43
105609.96,386150.8,11.29
106090,386155,11.14
105590,386160,11.14
106065,386165,11.13
106080,386169.99,11.25
106075,386160,11.28
105825.58,386175.27,11.27
105600,386160,11.27
106090,386165,11.5
105735.16,386153.2,11.67
105646.61,386159.8,11.62
